RowID,Date,Year,Location,IndicatorName,IndicatorValue,IndicatorID,IndicatorID_old,IndicatorTable
"Memphis, TN_B19013B_001E_2009",01/01/2009 12:00:00 AM,2009,"Memphis, TN",Median household income in the past 12 months (Black or African American Alone Householder),27569,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Nashville, TN_B19013B_001E_2009",01/01/2009 12:00:00 AM,2009,"Nashville, TN",Median household income in the past 12 months (Black or African American Alone Householder),32595,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Tampa. FL_B19013_001E_2007,01/01/2007 12:00:00 AM,2007,Tampa. FL,Median household income in the past 12 months (All householders),58884,B19013_001E,HD01_VD01,B19013. Median Household Income
"Miami, FL_B19013B_001E_2010",01/01/2010 12:00:00 AM,2010,"Miami, FL",Median household income in the past 12 months (Black or African American Alone Householder),19476,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Tampa. FL_B19013B_001E_2010,01/01/2010 12:00:00 AM,2010,Tampa. FL,Median household income in the past 12 months (Black or African American Alone Householder),25867,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Atlanta, GA_B19013B_001E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA",Median household income in the past 12 months (Black or African American Alone Householder),23692,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Louisville, KY_B19013B_001E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY",Median household income in the past 12 months (Black or African American Alone Householder),26437,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Baton Rouge, LA_B19013B_001E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA",Median household income in the past 12 months (Black or African American Alone Householder),25760,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"New Orleans, LA_B19013B_001E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA",Median household income in the past 12 months (Black or African American Alone Householder),26910,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Raleigh, NC_B19013B_001E_2010",01/01/2010 12:00:00 AM,2010,"Raleigh, NC",Median household income in the past 12 months (Black or African American Alone Householder),38075,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Oklahoma City, OK_B19013B_001E_2010",01/01/2010 12:00:00 AM,2010,"Oklahoma City, OK",Median household income in the past 12 months (Black or African American Alone Householder),31394,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Memphis, TN_B19013B_001E_2010",01/01/2010 12:00:00 AM,2010,"Memphis, TN",Median household income in the past 12 months (Black or African American Alone Householder),31189,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Nashville, TN_B19013B_001E_2010",01/01/2010 12:00:00 AM,2010,"Nashville, TN",Median household income in the past 12 months (Black or African American Alone Householder),30742,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Miami, FL_B19013B_001E_2011",01/01/2011 12:00:00 AM,2011,"Miami, FL",Median household income in the past 12 months (Black or African American Alone Householder),19185,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Tampa. FL_B19013B_001E_2011,01/01/2011 12:00:00 AM,2011,Tampa. FL,Median household income in the past 12 months (Black or African American Alone Householder),25504,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Atlanta, GA_B19013B_001E_2011",01/01/2011 12:00:00 AM,2011,"Atlanta, GA",Median household income in the past 12 months (Black or African American Alone Householder),26075,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Louisville, KY_B19013B_001E_2011",01/01/2011 12:00:00 AM,2011,"Louisville, KY",Median household income in the past 12 months (Black or African American Alone Householder),25717,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Baton Rouge, LA_B19013B_001E_2011",01/01/2011 12:00:00 AM,2011,"Baton Rouge, LA",Median household income in the past 12 months (Black or African American Alone Householder),27117,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"New Orleans, LA_B19013B_001E_2011",01/01/2011 12:00:00 AM,2011,"New Orleans, LA",Median household income in the past 12 months (Black or African American Alone Householder),24385,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Raleigh, NC_B19013B_001E_2011",01/01/2011 12:00:00 AM,2011,"Raleigh, NC",Median household income in the past 12 months (Black or African American Alone Householder),42404,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Oklahoma City, OK_B19013B_001E_2011",01/01/2011 12:00:00 AM,2011,"Oklahoma City, OK",Median household income in the past 12 months (Black or African American Alone Householder),29054,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Memphis, TN_B19013B_001E_2011",01/01/2011 12:00:00 AM,2011,"Memphis, TN",Median household income in the past 12 months (Black or African American Alone Householder),28093,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Nashville, TN_B19013B_001E_2011",01/01/2011 12:00:00 AM,2011,"Nashville, TN",Median household income in the past 12 months (Black or African American Alone Householder),29359,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Miami, FL_B19013_001E_2007",01/01/2007 12:00:00 AM,2007,"Miami, FL",Median household income in the past 12 months (All householders),70911,B19013_001E,HD01_VD01,B19013. Median Household Income
"Atlanta, GA_B19013_001E_2007",01/01/2007 12:00:00 AM,2007,"Atlanta, GA",Median household income in the past 12 months (All householders),79045,B19013_001E,HD01_VD01,B19013. Median Household Income
"Louisville, KY_B19013_001E_2007",01/01/2007 12:00:00 AM,2007,"Louisville, KY",Median household income in the past 12 months (All householders),46677,B19013_001E,HD01_VD01,B19013. Median Household Income
"Baton Rouge, LA_B19013_001E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA",Median household income in the past 12 months (All householders),47114,B19013_001E,HD01_VD01,B19013. Median Household Income
"Raleigh, NC_B19013_001E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC",Median household income in the past 12 months (All householders),63830,B19013_001E,HD01_VD01,B19013. Median Household Income
"Oklahoma City, OK_B19013_001E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK",Median household income in the past 12 months (All householders),48970,B19013_001E,HD01_VD01,B19013. Median Household Income
"Memphis, TN_B19013_001E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN",Median household income in the past 12 months (All householders),48758,B19013_001E,HD01_VD01,B19013. Median Household Income
"Nashville, TN_B19013_001E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN",Median household income in the past 12 months (All householders),52031,B19013_001E,HD01_VD01,B19013. Median Household Income
"Miami, FL_B19013_001E_2008",01/01/2008 12:00:00 AM,2008,"Miami, FL",Median household income in the past 12 months (All householders),28333,B19013_001E,HD01_VD01,B19013. Median Household Income
Tampa. FL_B19013_001E_2008,01/01/2008 12:00:00 AM,2008,Tampa. FL,Median household income in the past 12 months (All householders),45224,B19013_001E,HD01_VD01,B19013. Median Household Income
"Atlanta, GA_B19013_001E_2008",01/01/2008 12:00:00 AM,2008,"Atlanta, GA",Median household income in the past 12 months (All householders),48865,B19013_001E,HD01_VD01,B19013. Median Household Income
"Louisville, KY_B19013_001E_2008",01/01/2008 12:00:00 AM,2008,"Louisville, KY",Median household income in the past 12 months (All householders),44254,B19013_001E,HD01_VD01,B19013. Median Household Income
"Baton Rouge, LA_B19013_001E_2008",01/01/2008 12:00:00 AM,2008,"Baton Rouge, LA",Median household income in the past 12 months (All householders),37869,B19013_001E,HD01_VD01,B19013. Median Household Income
"New Orleans, LA_B19013_001E_2008",01/01/2008 12:00:00 AM,2008,"New Orleans, LA",Median household income in the past 12 months (All householders),37751,B19013_001E,HD01_VD01,B19013. Median Household Income
"Raleigh, NC_B19013_001E_2008",01/01/2008 12:00:00 AM,2008,"Raleigh, NC",Median household income in the past 12 months (All householders),53825,B19013_001E,HD01_VD01,B19013. Median Household Income
"Oklahoma City, OK_B19013_001E_2008",01/01/2008 12:00:00 AM,2008,"Oklahoma City, OK",Median household income in the past 12 months (All householders),43821,B19013_001E,HD01_VD01,B19013. Median Household Income
"Memphis, TN_B19013_001E_2008",01/01/2008 12:00:00 AM,2008,"Memphis, TN",Median household income in the past 12 months (All householders),37207,B19013_001E,HD01_VD01,B19013. Median Household Income
"Nashville, TN_B19013_001E_2008",01/01/2008 12:00:00 AM,2008,"Nashville, TN",Median household income in the past 12 months (All householders),45587,B19013_001E,HD01_VD01,B19013. Median Household Income
"Miami, FL_B19013_001E_2009",01/01/2009 12:00:00 AM,2009,"Miami, FL",Median household income in the past 12 months (All householders),28999,B19013_001E,HD01_VD01,B19013. Median Household Income
Tampa. FL_B19013_001E_2009,01/01/2009 12:00:00 AM,2009,Tampa. FL,Median household income in the past 12 months (All householders),41605,B19013_001E,HD01_VD01,B19013. Median Household Income
"Atlanta, GA_B19013_001E_2009",01/01/2009 12:00:00 AM,2009,"Atlanta, GA",Median household income in the past 12 months (All householders),49981,B19013_001E,HD01_VD01,B19013. Median Household Income
"Louisville, KY_B19013_001E_2009",01/01/2009 12:00:00 AM,2009,"Louisville, KY",Median household income in the past 12 months (All householders),41445,B19013_001E,HD01_VD01,B19013. Median Household Income
"Baton Rouge, LA_B19013_001E_2009",01/01/2009 12:00:00 AM,2009,"Baton Rouge, LA",Median household income in the past 12 months (All householders),36917,B19013_001E,HD01_VD01,B19013. Median Household Income
"New Orleans, LA_B19013_001E_2009",01/01/2009 12:00:00 AM,2009,"New Orleans, LA",Median household income in the past 12 months (All householders),36468,B19013_001E,HD01_VD01,B19013. Median Household Income
"Raleigh, NC_B19013_001E_2009",01/01/2009 12:00:00 AM,2009,"Raleigh, NC",Median household income in the past 12 months (All householders),51969,B19013_001E,HD01_VD01,B19013. Median Household Income
"Oklahoma City, OK_B19013_001E_2009",01/01/2009 12:00:00 AM,2009,"Oklahoma City, OK",Median household income in the past 12 months (All householders),41411,B19013_001E,HD01_VD01,B19013. Median Household Income
"Memphis, TN_B19013_001E_2009",01/01/2009 12:00:00 AM,2009,"Memphis, TN",Median household income in the past 12 months (All householders),34203,B19013_001E,HD01_VD01,B19013. Median Household Income
"Nashville, TN_B19013_001E_2009",01/01/2009 12:00:00 AM,2009,"Nashville, TN",Median household income in the past 12 months (All householders),45540,B19013_001E,HD01_VD01,B19013. Median Household Income
"Miami, FL_B19013_001E_2010",01/01/2010 12:00:00 AM,2010,"Miami, FL",Median household income in the past 12 months (All householders),27291,B19013_001E,HD01_VD01,B19013. Median Household Income
Tampa. FL_B19013_001E_2010,01/01/2010 12:00:00 AM,2010,Tampa. FL,Median household income in the past 12 months (All householders),40883,B19013_001E,HD01_VD01,B19013. Median Household Income
"Atlanta, GA_B19013_001E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA",Median household income in the past 12 months (All householders),41631,B19013_001E,HD01_VD01,B19013. Median Household Income
"Louisville, KY_B19013_001E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY",Median household income in the past 12 months (All householders),40730,B19013_001E,HD01_VD01,B19013. Median Household Income
"Baton Rouge, LA_B19013_001E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA",Median household income in the past 12 months (All householders),33748,B19013_001E,HD01_VD01,B19013. Median Household Income
"New Orleans, LA_B19013_001E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA",Median household income in the past 12 months (All householders),37726,B19013_001E,HD01_VD01,B19013. Median Household Income
"Raleigh, NC_B19013_001E_2010",01/01/2010 12:00:00 AM,2010,"Raleigh, NC",Median household income in the past 12 months (All householders),49931,B19013_001E,HD01_VD01,B19013. Median Household Income
"Oklahoma City, OK_B19013_001E_2010",01/01/2010 12:00:00 AM,2010,"Oklahoma City, OK",Median household income in the past 12 months (All householders),44043,B19013_001E,HD01_VD01,B19013. Median Household Income
"Memphis, TN_B19013_001E_2010",01/01/2010 12:00:00 AM,2010,"Memphis, TN",Median household income in the past 12 months (All householders),37045,B19013_001E,HD01_VD01,B19013. Median Household Income
"Nashville, TN_B19013_001E_2010",01/01/2010 12:00:00 AM,2010,"Nashville, TN",Median household income in the past 12 months (All householders),42813,B19013_001E,HD01_VD01,B19013. Median Household Income
"Miami, FL_B19013_001E_2011",01/01/2011 12:00:00 AM,2011,"Miami, FL",Median household income in the past 12 months (All householders),28536,B19013_001E,HD01_VD01,B19013. Median Household Income
Tampa. FL_B19013_001E_2011,01/01/2011 12:00:00 AM,2011,Tampa. FL,Median household income in the past 12 months (All householders),40073,B19013_001E,HD01_VD01,B19013. Median Household Income
"Atlanta, GA_B19013_001E_2011",01/01/2011 12:00:00 AM,2011,"Atlanta, GA",Median household income in the past 12 months (All householders),43903,B19013_001E,HD01_VD01,B19013. Median Household Income
"Louisville, KY_B19013_001E_2011",01/01/2011 12:00:00 AM,2011,"Louisville, KY",Median household income in the past 12 months (All householders),42019,B19013_001E,HD01_VD01,B19013. Median Household Income
"Baton Rouge, LA_B19013_001E_2011",01/01/2011 12:00:00 AM,2011,"Baton Rouge, LA",Median household income in the past 12 months (All householders),36894,B19013_001E,HD01_VD01,B19013. Median Household Income
"New Orleans, LA_B19013_001E_2011",01/01/2011 12:00:00 AM,2011,"New Orleans, LA",Median household income in the past 12 months (All householders),35041,B19013_001E,HD01_VD01,B19013. Median Household Income
"Raleigh, NC_B19013_001E_2011",01/01/2011 12:00:00 AM,2011,"Raleigh, NC",Median household income in the past 12 months (All householders),52040,B19013_001E,HD01_VD01,B19013. Median Household Income
"Oklahoma City, OK_B19013_001E_2011",01/01/2011 12:00:00 AM,2011,"Oklahoma City, OK",Median household income in the past 12 months (All householders),42995,B19013_001E,HD01_VD01,B19013. Median Household Income
"Memphis, TN_B19013_001E_2011",01/01/2011 12:00:00 AM,2011,"Memphis, TN",Median household income in the past 12 months (All householders),34960,B19013_001E,HD01_VD01,B19013. Median Household Income
"Nashville, TN_B19013_001E_2011",01/01/2011 12:00:00 AM,2011,"Nashville, TN",Median household income in the past 12 months (All householders),42639,B19013_001E,HD01_VD01,B19013. Median Household Income
Benchmark Average_B19013_001E_2007,01/01/2007 12:00:00 AM,2007,Benchmark Average,Median household income in the past 12 months (All householders),57358,B19013_001E,HD01_VD01,B19013. Median Household Income
Benchmark Average_B19013_001E_2008,01/01/2008 12:00:00 AM,2008,Benchmark Average,Median household income in the past 12 months (All householders),42776,B19013_001E,HD01_VD01,B19013. Median Household Income
Benchmark Average_B19013_001E_2010,01/01/2010 12:00:00 AM,2010,Benchmark Average,Median household income in the past 12 months (All householders),39791,B19013_001E,HD01_VD01,B19013. Median Household Income
Benchmark Average_B19013_001E_2009,01/01/2009 12:00:00 AM,2009,Benchmark Average,Median household income in the past 12 months (All householders),41341,B19013_001E,HD01_VD01,B19013. Median Household Income
Benchmark Average_B19013_001E_2011,01/01/2011 12:00:00 AM,2011,Benchmark Average,Median household income in the past 12 months (All householders),40451,B19013_001E,HD01_VD01,B19013. Median Household Income
Benchmark Average_B19013B_001E_2011,01/01/2011 12:00:00 AM,2011,Benchmark Average,Median household income in the past 12 months (Black or African American Alone Householder),28056,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013B_001E_2007,01/01/2007 12:00:00 AM,2007,Benchmark Average,Median household income in the past 12 months (Black or African American Alone Householder),28294,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013B_001E_2008,01/01/2008 12:00:00 AM,2008,Benchmark Average,Median household income in the past 12 months (Black or African American Alone Householder),30298,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013B_001E_2010,01/01/2010 12:00:00 AM,2010,Benchmark Average,Median household income in the past 12 months (Black or African American Alone Householder),28070,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013B_001E_2009,01/01/2009 12:00:00 AM,2009,Benchmark Average,Median household income in the past 12 months (Black or African American Alone Householder),27614,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013H_001E_2011,01/01/2011 12:00:00 AM,2011,Benchmark Average,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",57767,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Benchmark Average_B19013H_001E_2007,01/01/2007 12:00:00 AM,2007,Benchmark Average,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",57358,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Benchmark Average_B19013H_001E_2010,01/01/2010 12:00:00 AM,2010,Benchmark Average,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",56109,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Benchmark Average_B19013H_001E_2009,01/01/2009 12:00:00 AM,2009,Benchmark Average,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",57985,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Benchmark Average_B19013H_001E_2008,01/01/2008 12:00:00 AM,2008,Benchmark Average,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",59578,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"New Orleans, LA_B19013B_001E_2012",01/01/2012 12:00:00 AM,2012,"New Orleans, LA",Median household income in the past 12 months (Black or African American Alone Householder),23213,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"New Orleans, LA_B19013_001E_2012",01/01/2012 12:00:00 AM,2012,"New Orleans, LA",Median household income in the past 12 months (All householders),34361,B19013_001E,HD01_VD01,B19013. Median Household Income
"New Orleans, LA_B19013H_001E_2012",01/01/2012 12:00:00 AM,2012,"New Orleans, LA","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",61796,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Baton Rouge, LA_B19013_001E_2012",01/01/2012 12:00:00 AM,2012,"Baton Rouge, LA",Median household income in the past 12 months (All householders),38806,B19013_001E,HD01_VD01,B19013. Median Household Income
"Baton Rouge, LA_B19013H_001E_2012",01/01/2012 12:00:00 AM,2012,"Baton Rouge, LA","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",58603,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Baton Rouge, LA_B19013B_001E_2012",01/01/2012 12:00:00 AM,2012,"Baton Rouge, LA",Median household income in the past 12 months (Black or African American Alone Householder),28582,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Atlanta, GA_B19013_001E_2012",01/01/2012 12:00:00 AM,2012,"Atlanta, GA",Median household income in the past 12 months (All householders),46466,B19013_001E,HD01_VD01,B19013. Median Household Income
"Atlanta, GA_B19013H_001E_2012",01/01/2012 12:00:00 AM,2012,"Atlanta, GA","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",80789,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"New Orleans, LA_B19013_001E_2013",01/01/2013 12:00:00 AM,2013,"New Orleans, LA",Median household income in the past 12 months (All householders),36631,B19013_001E,HD01_VD01,B19013. Median Household Income
"Atlanta, GA_B19013B_001E_2012",01/01/2012 12:00:00 AM,2012,"Atlanta, GA",Median household income in the past 12 months (Black or African American Alone Householder),27192,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Nashville, TN_B19013_001E_2012",01/01/2012 12:00:00 AM,2012,"Nashville, TN",Median household income in the past 12 months (All householders),43399,B19013_001E,HD01_VD01,B19013. Median Household Income
