RowID,Date,Year,Location,IndicatorName,IndicatorValue,IndicatorID,IndicatorID_old,IndicatorTable
"Nashville, TN_B19013H_001E_2012",01/01/2012 12:00:00 AM,2012,"Nashville, TN","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",51655,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Nashville, TN_B19013B_001E_2012",01/01/2012 12:00:00 AM,2012,"Nashville, TN",Median household income in the past 12 months (Black or African American Alone Householder),31633,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Louisville, KY_B19013_001E_2012",01/01/2012 12:00:00 AM,2012,"Louisville, KY",Median household income in the past 12 months (All householders),43035,B19013_001E,HD01_VD01,B19013. Median Household Income
"Louisville, KY_B19013H_001E_2012",01/01/2012 12:00:00 AM,2012,"Louisville, KY","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",49605,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Louisville, KY_B19013B_001E_2012",01/01/2012 12:00:00 AM,2012,"Louisville, KY",Median household income in the past 12 months (Black or African American Alone Householder),26356,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Memphis, TN_B19013_001E_2012",01/01/2012 12:00:00 AM,2012,"Memphis, TN",Median household income in the past 12 months (All householders),33563,B19013_001E,HD01_VD01,B19013. Median Household Income
"Memphis, TN_B19013H_001E_2012",01/01/2012 12:00:00 AM,2012,"Memphis, TN","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",52102,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Memphis, TN_B19013B_001E_2012",01/01/2012 12:00:00 AM,2012,"Memphis, TN",Median household income in the past 12 months (Black or African American Alone Householder),27814,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Miami, FL_B19013_001E_2012",01/01/2012 12:00:00 AM,2012,"Miami, FL",Median household income in the past 12 months (All householders),28301,B19013_001E,HD01_VD01,B19013. Median Household Income
"Miami, FL_B19013H_001E_2012",01/01/2012 12:00:00 AM,2012,"Miami, FL","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",62009,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Miami, FL_B19013B_001E_2012",01/01/2012 12:00:00 AM,2012,"Miami, FL",Median household income in the past 12 months (Black or African American Alone Householder),19716,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Oklahoma City, OK_B19013_001E_2012",01/01/2012 12:00:00 AM,2012,"Oklahoma City, OK",Median household income in the past 12 months (All householders),43352,B19013_001E,HD01_VD01,B19013. Median Household Income
"Oklahoma City, OK_B19013H_001E_2012",01/01/2012 12:00:00 AM,2012,"Oklahoma City, OK","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",53012,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Oklahoma City, OK_B19013B_001E_2012",01/01/2012 12:00:00 AM,2012,"Oklahoma City, OK",Median household income in the past 12 months (Black or African American Alone Householder),27240,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Raleigh, NC_B19013_001E_2012",01/01/2012 12:00:00 AM,2012,"Raleigh, NC",Median household income in the past 12 months (All householders),53653,B19013_001E,HD01_VD01,B19013. Median Household Income
"Raleigh, NC_B19013H_001E_2012",01/01/2012 12:00:00 AM,2012,"Raleigh, NC","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",65903,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Raleigh, NC_B19013B_001E_2012",01/01/2012 12:00:00 AM,2012,"Raleigh, NC",Median household income in the past 12 months (Black or African American Alone Householder),36397,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Tampa. FL_B19013_001E_2012,01/01/2012 12:00:00 AM,2012,Tampa. FL,Median household income in the past 12 months (All householders),40894,B19013_001E,HD01_VD01,B19013. Median Household Income
Tampa. FL_B19013H_001E_2012,01/01/2012 12:00:00 AM,2012,Tampa. FL,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",58878,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Tampa. FL_B19013B_001E_2012,01/01/2012 12:00:00 AM,2012,Tampa. FL,Median household income in the past 12 months (Black or African American Alone Householder),23770,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"New Orleans, LA_B19013H_001E_2013",01/01/2013 12:00:00 AM,2013,"New Orleans, LA","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",60553,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"New Orleans, LA_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"New Orleans, LA",Median household income in the past 12 months (Black or African American Alone Householder),25102,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Baton Rouge, LA_B19013_001E_2013",01/01/2013 12:00:00 AM,2013,"Baton Rouge, LA",Median household income in the past 12 months (All householders),38321,B19013_001E,HD01_VD01,B19013. Median Household Income
"Baton Rouge, LA_B19013H_001E_2013",01/01/2013 12:00:00 AM,2013,"Baton Rouge, LA","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",60338,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Baton Rouge, LA_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"Baton Rouge, LA",Median household income in the past 12 months (Black or African American Alone Householder),27662,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Atlanta, GA_B19013_001E_2013",01/01/2013 12:00:00 AM,2013,"Atlanta, GA",Median household income in the past 12 months (All householders),46485,B19013_001E,HD01_VD01,B19013. Median Household Income
"Atlanta, GA_B19013H_001E_2013",01/01/2013 12:00:00 AM,2013,"Atlanta, GA","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",82535,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Atlanta, GA_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"Atlanta, GA",Median household income in the past 12 months (Black or African American Alone Householder),25384,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Nashville, TN_B19013_001E_2013",01/01/2013 12:00:00 AM,2013,"Nashville, TN",Median household income in the past 12 months (All householders),46803,B19013_001E,HD01_VD01,B19013. Median Household Income
"Nashville, TN_B19013H_001E_2013",01/01/2013 12:00:00 AM,2013,"Nashville, TN","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",55295,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Nashville, TN_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"Nashville, TN",Median household income in the past 12 months (Black or African American Alone Householder),36116,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Louisville, KY_B19013_001E_2013",01/01/2013 12:00:00 AM,2013,"Louisville, KY",Median household income in the past 12 months (All householders),44893,B19013_001E,HD01_VD01,B19013. Median Household Income
"Louisville, KY_B19013H_001E_2013",01/01/2013 12:00:00 AM,2013,"Louisville, KY","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",51652,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Louisville, KY_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"Louisville, KY",Median household income in the past 12 months (Black or African American Alone Householder),27277,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Memphis, TN_B19013_001E_2013",01/01/2013 12:00:00 AM,2013,"Memphis, TN",Median household income in the past 12 months (All householders),36722,B19013_001E,HD01_VD01,B19013. Median Household Income
"Memphis, TN_B19013H_001E_2013",01/01/2013 12:00:00 AM,2013,"Memphis, TN","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",57183,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Memphis, TN_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"Memphis, TN",Median household income in the past 12 months (Black or African American Alone Householder),28956,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Miami, FL_B19013_001E_2013",01/01/2013 12:00:00 AM,2013,"Miami, FL",Median household income in the past 12 months (All householders),31070,B19013_001E,HD01_VD01,B19013. Median Household Income
"Miami, FL_B19013H_001E_2013",01/01/2013 12:00:00 AM,2013,"Miami, FL","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",71479,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"New Orleans, LA_B19013_001E_2014",01/01/2014 12:00:00 AM,2014,"New Orleans, LA",Median household income in the past 12 months (All householders),35504,B19013_001E,HD01_VD01,B19013. Median Household Income
"New Orleans, LA_B19013H_001E_2014",01/01/2014 12:00:00 AM,2014,"New Orleans, LA","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",67824,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"New Orleans, LA_B19013B_001E_2014",01/01/2014 12:00:00 AM,2014,"New Orleans, LA",Median household income in the past 12 months (Black or African American Alone Householder),24065,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Baton Rouge, LA_B19013_001E_2014",01/01/2014 12:00:00 AM,2014,"Baton Rouge, LA",Median household income in the past 12 months (All householders),38085,B19013_001E,HD01_VD01,B19013. Median Household Income
"Baton Rouge, LA_B19013H_001E_2014",01/01/2014 12:00:00 AM,2014,"Baton Rouge, LA","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",54189,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Baton Rouge, LA_B19013B_001E_2014",01/01/2014 12:00:00 AM,2014,"Baton Rouge, LA",Median household income in the past 12 months (Black or African American Alone Householder),29854,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Atlanta, GA_B19013_001E_2014",01/01/2014 12:00:00 AM,2014,"Atlanta, GA",Median household income in the past 12 months (All householders),46777,B19013_001E,HD01_VD01,B19013. Median Household Income
"Atlanta, GA_B19013H_001E_2014",01/01/2014 12:00:00 AM,2014,"Atlanta, GA","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",81344,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Atlanta, GA_B19013B_001E_2014",01/01/2014 12:00:00 AM,2014,"Atlanta, GA",Median household income in the past 12 months (Black or African American Alone Householder),26800,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Nashville, TN_B19013_001E_2014",01/01/2014 12:00:00 AM,2014,"Nashville, TN",Median household income in the past 12 months (All householders),47211,B19013_001E,HD01_VD01,B19013. Median Household Income
"Nashville, TN_B19013H_001E_2014",01/01/2014 12:00:00 AM,2014,"Nashville, TN","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",56919,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Nashville, TN_B19013B_001E_2014",01/01/2014 12:00:00 AM,2014,"Nashville, TN",Median household income in the past 12 months (Black or African American Alone Householder),31710,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Louisville, KY_B19013_001E_2014",01/01/2014 12:00:00 AM,2014,"Louisville, KY",Median household income in the past 12 months (All householders),45503,B19013_001E,HD01_VD01,B19013. Median Household Income
"Louisville, KY_B19013H_001E_2014",01/01/2014 12:00:00 AM,2014,"Louisville, KY","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",52155,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Louisville, KY_B19013B_001E_2014",01/01/2014 12:00:00 AM,2014,"Louisville, KY",Median household income in the past 12 months (Black or African American Alone Householder),27140,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Memphis, TN_B19013_001E_2014",01/01/2014 12:00:00 AM,2014,"Memphis, TN",Median household income in the past 12 months (All householders),34704,B19013_001E,HD01_VD01,B19013. Median Household Income
"Memphis, TN_B19013H_001E_2014",01/01/2014 12:00:00 AM,2014,"Memphis, TN","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",53492,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Memphis, TN_B19013B_001E_2014",01/01/2014 12:00:00 AM,2014,"Memphis, TN",Median household income in the past 12 months (Black or African American Alone Householder),27653,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Miami, FL_B19013_001E_2014",01/01/2014 12:00:00 AM,2014,"Miami, FL",Median household income in the past 12 months (All householders),31917,B19013_001E,HD01_VD01,B19013. Median Household Income
"Miami, FL_B19013H_001E_2014",01/01/2014 12:00:00 AM,2014,"Miami, FL","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",76365,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Miami, FL_B19013B_001E_2014",01/01/2014 12:00:00 AM,2014,"Miami, FL",Median household income in the past 12 months (Black or African American Alone Householder),23472,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Oklahoma City, OK_B19013_001E_2014",01/01/2014 12:00:00 AM,2014,"Oklahoma City, OK",Median household income in the past 12 months (All householders),49119,B19013_001E,HD01_VD01,B19013. Median Household Income
"Oklahoma City, OK_B19013H_001E_2014",01/01/2014 12:00:00 AM,2014,"Oklahoma City, OK","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",58031,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Oklahoma City, OK_B19013B_001E_2014",01/01/2014 12:00:00 AM,2014,"Oklahoma City, OK",Median household income in the past 12 months (Black or African American Alone Householder),30602,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Raleigh, NC_B19013_001E_2014",01/01/2014 12:00:00 AM,2014,"Raleigh, NC",Median household income in the past 12 months (All householders),53475,B19013_001E,HD01_VD01,B19013. Median Household Income
"Raleigh, NC_B19013H_001E_2014",01/01/2014 12:00:00 AM,2014,"Raleigh, NC","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",71092,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Raleigh, NC_B19013B_001E_2014",01/01/2014 12:00:00 AM,2014,"Raleigh, NC",Median household income in the past 12 months (Black or African American Alone Householder),37276,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Tampa. FL_B19013_001E_2014,01/01/2014 12:00:00 AM,2014,Tampa. FL,Median household income in the past 12 months (All householders),45709,B19013_001E,HD01_VD01,B19013. Median Household Income
Tampa. FL_B19013H_001E_2014,01/01/2014 12:00:00 AM,2014,Tampa. FL,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",58284,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Tampa. FL_B19013B_001E_2014,01/01/2014 12:00:00 AM,2014,Tampa. FL,Median household income in the past 12 months (Black or African American Alone Householder),27457,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013_001E_2014,01/01/2014 12:00:00 AM,2014,Benchmark Average,Median household income in the past 12 months (All householders),43611,B19013_001E,HD01_VD01,B19013. Median Household Income
Benchmark Average_B19013B_001E_2014,01/01/2014 12:00:00 AM,2014,Benchmark Average,Median household income in the past 12 months (Black or African American Alone Householder),29107,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013H_001E_2014,01/01/2014 12:00:00 AM,2014,Benchmark Average,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",62430,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Miami, FL_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"Miami, FL",Median household income in the past 12 months (Black or African American Alone Householder),20198,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Oklahoma City, OK_B19013_001E_2013",01/01/2013 12:00:00 AM,2013,"Oklahoma City, OK",Median household income in the past 12 months (All householders),46232,B19013_001E,HD01_VD01,B19013. Median Household Income
"Oklahoma City, OK_B19013H_001E_2013",01/01/2013 12:00:00 AM,2013,"Oklahoma City, OK","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",55219,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Oklahoma City, OK_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"Oklahoma City, OK",Median household income in the past 12 months (Black or African American Alone Householder),32505,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Raleigh, NC_B19013_001E_2013",01/01/2013 12:00:00 AM,2013,"Raleigh, NC",Median household income in the past 12 months (All householders),55170,B19013_001E,HD01_VD01,B19013. Median Household Income
"Raleigh, NC_B19013H_001E_2013",01/01/2013 12:00:00 AM,2013,"Raleigh, NC","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",69101,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Raleigh, NC_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"Raleigh, NC",Median household income in the past 12 months (Black or African American Alone Householder),42862,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Tampa. FL_B19013_001E_2013,01/01/2013 12:00:00 AM,2013,Tampa. FL,Median household income in the past 12 months (All householders),42649,B19013_001E,HD01_VD01,B19013. Median Household Income
Tampa. FL_B19013H_001E_2013,01/01/2013 12:00:00 AM,2013,Tampa. FL,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",61174,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Tampa. FL_B19013B_001E_2013,01/01/2013 12:00:00 AM,2013,Tampa. FL,Median household income in the past 12 months (Black or African American Alone Householder),26127,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013B_001E_2012,01/01/2012 12:00:00 AM,2012,Benchmark Average,Median household income in the past 12 months (Black or African American Alone Householder),27633,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013H_001E_2012,01/01/2012 12:00:00 AM,2012,Benchmark Average,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",59173,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Benchmark Average_B19013B_001E_2013,01/01/2013 12:00:00 AM,2013,Benchmark Average,Median household income in the past 12 months (Black or African American Alone Householder),29676,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013_001E_2012,01/01/2012 12:00:00 AM,2012,Benchmark Average,Median household income in the past 12 months (All householders),41274,B19013_001E,HD01_VD01,B19013. Median Household Income
Benchmark Average_B19013H_001E_2013,01/01/2013 12:00:00 AM,2013,Benchmark Average,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",62664,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Benchmark Average_B19013_001E_2013,01/01/2013 12:00:00 AM,2013,Benchmark Average,Median household income in the past 12 months (All householders),43149,B19013_001E,HD01_VD01,B19013. Median Household Income
"New Orleans, LA_B19013_001E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Median household income in the past 12 months (All householders),38614,B19013_001E,HD01_VD01,B19013. Median Household Income
